sample_id,source_paper,district_region,ward_location,site_name,source_type,latitude,longitude,fluoride_mg_L,pH,EC_uS_cm,TDS_ppm,above_WHO_limit_1_5,above_TZ_limit_4_0,notes,sample_collection_date,year,season,total_season_rain,soil_source_latitude,soil_source_longitude,soil_ph,soil_calcium_extractable,soil_magnesium_extractable,soil_carbon_organic,soil_iron_extractable,soil_match_distance_km,glim_id,lithology_detail,lithology_code,lithology_class,lithology_match_method,lithology_match_distance_km
MB18-068,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-C,Deep well,-3.48299,37.01957,8.5,,4670.0,2335.0,YES,YES,"Elevation: 894m, Well depth: 25m",January-February 2015,2015,short_dry,49.37065935,-3.44289,36.93663,6.511,3311.993,630.424,19.66,169.383,10.228711493975995,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-069,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Rumala,Deep well,-3.47665,37.02162,2.5,,2560.0,1280.0,YES,NO,"Elevation: 888m, Well depth: 28m",January-February 2015,2015,short_dry,49.37065935,-3.44289,36.93663,6.511,3311.993,630.424,19.66,169.383,10.152744944089237,AFR9215,sumx__,su,unconsolidated_sediments,within_polygon,0.0
MB18-070,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maroroni - Kwa Samaria,Kijenge,Deep well,-3.42102,36.95523,20.0,,2300.0,1150.0,YES,YES,"Elevation: 1028m, Well depth: 70m",January-February 2015,2015,short_dry,59.51007748,-3.41097,36.92874,6.546,5032.022,724.038,28.73,153.762,3.1455262934343167,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-071,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Mbuguni,Amec,Deep well,-3.55142,36.91921,2.7,,387.0,217.25,YES,NO,"Elevation: 942m, Well depth: 64m",January-February 2015,2015,short_dry,57.47953558,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,5.135077581601904,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-072,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Shamima Intake,River,-3.53335,36.91764,3.2,,342.0,190.85,YES,NO,Elevation: 950m,January-February 2015,2015,short_dry,56.10560179,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,3.1713262105294673,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-073,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Mnazi Mmoja,Deep well,-3.53692,36.91798,4.8,,538.0,290.95,YES,YES,"Elevation: 941m, Well depth: 60m",January-February 2015,2015,short_dry,56.10560179,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,3.554011558705614,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-074,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Stemm,Deep well,-3.54288,36.9175,15.0,,450.0,252.45,YES,YES,"Elevation: 944m, Well depth: 87m",January-February 2015,2015,short_dry,56.10560179,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,4.216415783254148,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-075,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kambi Ya Tanga Juu,Kazamayo,Deep well,-3.55152,36.90492,2.1,,546.0,297.55,YES,NO,"Elevation: 946m, Well depth: 58m",January-February 2015,2015,short_dry,57.47953558,-3.50481,36.894,8.536,3345.688,479.906,11.1,74.326,5.333446144307391,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-076,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Shambalai,Bruka Kati,Deep well,-3.56496,36.89828,2.1,,536.0,295.35,YES,NO,"Elevation: 945m, Well depth: 100m",January-February 2015,2015,short_dry,58.63479257,-3.50481,36.894,8.536,3345.688,479.906,11.1,74.326,6.705230461495792,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-077,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Shambalai,Tumaini,Deep well,-3.57405,36.91437,1.5,,741.0,395.45,NO,NO,"Elevation: 938m, Well depth: 50m",January-February 2015,2015,short_dry,57.47953558,-3.50544,36.92352,7.069,4514.328,546.638,21.17,154.639,7.696382916779893,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-078,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 1,Spring,-3.20089,36.84391,5.2,,438.0,248.05,YES,YES,Elevation: 1497m,January-February 2015,2015,short_dry,111.7688522,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,14.947603237664215,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-079,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 2,Spring,-3.20169,36.84463,5.2,,429.0,240.35,YES,YES,Elevation: 1499m,January-February 2015,2015,short_dry,111.7688522,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,14.87191114838212,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
MB18-080,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 3,Spring,-3.19684,36.84954,12.0,,770.0,424.05,YES,YES,Elevation: 1468m,January-February 2015,2015,short_dry,107.2345862,-3.3338,36.82374,7.772,3197.227,1043.011,25.29,85.938,15.496270881101124,AFR9077,vi____,vi,intermediate_volcanic_rocks,within_polygon,0.0
